Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FS","Suite of Food Security Indicators","508","Mozambique","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","508","Mozambique","61211","Confidence interval: Lower bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","508","Mozambique","61212","Confidence interval: Upper bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","508","Mozambique","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","508","Mozambique","61211","Confidence interval: Lower bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","508","Mozambique","61212","Confidence interval: Upper bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","508","Mozambique","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","508","Mozambique","61321","Confidence interval: Lower bound","210071","Number of severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","508","Mozambique","61322","Confidence interval: Upper bound","210071","Number of severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","508","Mozambique","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","508","Mozambique","61321","Confidence interval: Lower bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","508","Mozambique","61322","Confidence interval: Upper bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","508","Mozambique","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","508","Mozambique","61321","Confidence interval: Lower bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","508","Mozambique","61322","Confidence interval: Upper bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","508","Mozambique","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","508","Mozambique","61321","Confidence interval: Lower bound","210081","Number of moderately or severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","508","Mozambique","61322","Confidence interval: Upper bound","210081","Number of moderately or severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","508","Mozambique","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","508","Mozambique","61321","Confidence interval: Lower bound","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","508","Mozambique","61322","Confidence interval: Upper bound","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","508","Mozambique","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","508","Mozambique","61321","Confidence interval: Lower bound","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","508","Mozambique","61322","Confidence interval: Upper bound","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed"
"FS","Suite of Food Security Indicators","508","Mozambique","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20172019","2017-2019","%","50.9","E","Estimated value"
"FS","Suite of Food Security Indicators","508","Mozambique","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20172019","2017-2019","%","0.2","E","Estimated value"
"FS","Suite of Food Security Indicators","508","Mozambique","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20172019","2017-2019","%","28","E","Estimated value"
"FS","Suite of Food Security Indicators","508","Mozambique","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-0.83","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","508","Mozambique","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2018","2018","kcal/cap/d","132","E","Estimated value"
"FS","Suite of Food Security Indicators","508","Mozambique","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2018","2018","%","55","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","508","Mozambique","6121","Value","21048","Percentage of population using at least basic sanitation services (percent)","2018","2018","%","32","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","508","Mozambique","6121","Value","21026","Percentage of children under 5 years affected by wasting (percent)","2018","2018","%","","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","508","Mozambique","6132","Value","210260","Number of children under 5 years affected by wasting (million)","2018","2018","million No","","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","508","Mozambique","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2018","2018","%","39.3","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","508","Mozambique","6132","Value","210250","Number of children under 5 years of age who are stunted (modeled estimates) (million)","2018","2018","million No","1.9","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","508","Mozambique","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2018","2018","%","5.4","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","508","Mozambique","6132","Value","210410","Number of children under 5 years of age who are overweight (modeled estimates) (million)","2018","2018","million No","0.3","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","508","Mozambique","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2018","2018","%","8.3","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","508","Mozambique","6132","Value","210420","Number of obese adults (18 years and older) (million)","2018","2018","million No","1.2","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","508","Mozambique","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years) (percent)","2018","2018","%","48","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","508","Mozambique","6132","Value","210430","Number of women of reproductive age (15-49 years) affected by anemia (million)","2018","2018","million No","3.4","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","508","Mozambique","6121","Value","21044","Prevalence of exclusive breastfeeding among infants 0-5 months of age (percent)","2018","2018","%","","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","508","Mozambique","6121","Value","21049","Prevalence of low birthweight (percent)","2018","2018","%","17.8","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","508","Mozambique","6132","Value","210490","Number of newborns with low birthweight (million)","2018","2018","million No","0.2","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","508","Mozambique","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2018","2018","kcal/cap/d","1680","E","Estimated value"
"FS","Suite of Food Security Indicators","508","Mozambique","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/cap/d","2160","E","Estimated value"
"FS","Suite of Food Security Indicators","508","Mozambique","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2018","2018","No","0.29","E","Estimated value"
"FS","Suite of Food Security Indicators","508","Mozambique","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2018","2018","%","3.41","E","Estimated value"
"FS","Suite of Food Security Indicators","508","Mozambique","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20172019","2017-2019","g/cap/d","39","E","Estimated value"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20172019","2017-2019","%","120","E","Estimated value"
"FS","Suite of Food Security Indicators","104","Myanmar","6128","Value","220001","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day)","2018","2018","kcal/cap/d","2778","E","Estimated value"
"FS","Suite of Food Security Indicators","104","Myanmar","6128","Value","22000","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average)","20172019","2017-2019","kcal/cap/d","2780","E","Estimated value"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20172019","2017-2019","%","49","E","Estimated value"
"FS","Suite of Food Security Indicators","104","Myanmar","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20172019","2017-2019","g/cap/d","97.8","E","Estimated value"
"FS","Suite of Food Security Indicators","104","Myanmar","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20172019","2017-2019","g/cap/d","47.3","E","Estimated value"
"FS","Suite of Food Security Indicators","104","Myanmar","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2018","2018","Int$/cap","6154.9","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","3.6","E","Estimated value"
"FS","Suite of Food Security Indicators","104","Myanmar","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","1.9","E","Estimated value"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","","O","Missing value"
"FS","Suite of Food Security Indicators","104","Myanmar","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","","O","Missing value"
"FS","Suite of Food Security Indicators","104","Myanmar","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","","O","Missing value"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","","O","Missing value"
"FS","Suite of Food Security Indicators","104","Myanmar","61211","Confidence interval: Lower bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","","O","Missing value"
"FS","Suite of Food Security Indicators","104","Myanmar","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","","O","Missing value"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","","O","Missing value"
"FS","Suite of Food Security Indicators","104","Myanmar","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","","O","Missing value"
"FS","Suite of Food Security Indicators","104","Myanmar","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","","O","Missing value"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","","O","Missing value"
"FS","Suite of Food Security Indicators","104","Myanmar","61211","Confidence interval: Lower bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","","O","Missing value"
"FS","Suite of Food Security Indicators","104","Myanmar","61212","Confidence interval: Upper bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","","O","Missing value"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","","O","Missing value"
"FS","Suite of Food Security Indicators","104","Myanmar","61211","Confidence interval: Lower bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","","O","Missing value"
"FS","Suite of Food Security Indicators","104","Myanmar","61212","Confidence interval: Upper bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","","O","Missing value"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","","O","Missing value"
"FS","Suite of Food Security Indicators","104","Myanmar","61211","Confidence interval: Lower bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","","O","Missing value"
"FS","Suite of Food Security Indicators","104","Myanmar","61212","Confidence interval: Upper bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","","O","Missing value"
"FS","Suite of Food Security Indicators","104","Myanmar","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","","O","Missing value"
"FS","Suite of Food Security Indicators","104","Myanmar","61321","Confidence interval: Lower bound","210071","Number of severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","","O","Missing value"
"FS","Suite of Food Security Indicators","104","Myanmar","61322","Confidence interval: Upper bound","210071","Number of severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","","O","Missing value"
"FS","Suite of Food Security Indicators","104","Myanmar","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","","O","Missing value"
"FS","Suite of Food Security Indicators","104","Myanmar","61321","Confidence interval: Lower bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","","O","Missing value"
"FS","Suite of Food Security Indicators","104","Myanmar","61322","Confidence interval: Upper bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","","O","Missing value"
"FS","Suite of Food Security Indicators","104","Myanmar","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","","O","Missing value"
"FS","Suite of Food Security Indicators","104","Myanmar","61321","Confidence interval: Lower bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","","O","Missing value"
"FS","Suite of Food Security Indicators","104","Myanmar","61322","Confidence interval: Upper bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","","O","Missing value"
"FS","Suite of Food Security Indicators","104","Myanmar","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","","O","Missing value"
"FS","Suite of Food Security Indicators","104","Myanmar","61321","Confidence interval: Lower bound","210081","Number of moderately or severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","","O","Missing value"
"FS","Suite of Food Security Indicators","104","Myanmar","61322","Confidence interval: Upper bound","210081","Number of moderately or severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","","O","Missing value"
"FS","Suite of Food Security Indicators","104","Myanmar","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","","O","Missing value"
"FS","Suite of Food Security Indicators","104","Myanmar","61321","Confidence interval: Lower bound","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","","O","Missing value"
"FS","Suite of Food Security Indicators","104","Myanmar","61322","Confidence interval: Upper bound","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","","O","Missing value"
"FS","Suite of Food Security Indicators","104","Myanmar","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","","O","Missing value"
"FS","Suite of Food Security Indicators","104","Myanmar","61321","Confidence interval: Lower bound","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","","O","Missing value"
"FS","Suite of Food Security Indicators","104","Myanmar","61322","Confidence interval: Upper bound","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","","O","Missing value"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20172019","2017-2019","%","-9.5","E","Estimated value"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20172019","2017-2019","%","3.5","E","Estimated value"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20172019","2017-2019","%","13","E","Estimated value"
"FS","Suite of Food Security Indicators","104","Myanmar","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-1.27","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","104","Myanmar","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2018","2018","kcal/cap/d","12","E","Estimated value"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2018","2018","%","54","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2018","2018","%","77","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","21046","Percentage of population using safely managed sanitation services (percent)","2018","2018","%","61","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","21048","Percentage of population using at least basic sanitation services (percent)","2018","2018","%","73","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","21026","Percentage of children under 5 years affected by wasting (percent)","2018","2018","%","7.4","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","104","Myanmar","6132","Value","210260","Number of children under 5 years affected by wasting (million)","2018","2018","million No","0.3","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2018","2018","%","27","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","104","Myanmar","6132","Value","210250","Number of children under 5 years of age who are stunted (modeled estimates) (million)","2018","2018","million No","1.2","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2018","2018","%","1","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","104","Myanmar","6132","Value","210410","Number of children under 5 years of age who are overweight (modeled estimates) (million)","2018","2018","million No","<0.1","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2018","2018","%","6.4","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","104","Myanmar","6132","Value","210420","Number of obese adults (18 years and older) (million)","2018","2018","million No","2.3","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years) (percent)","2018","2018","%","41.7","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","104","Myanmar","6132","Value","210430","Number of women of reproductive age (15-49 years) affected by anemia (million)","2018","2018","million No","6.2","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","21044","Prevalence of exclusive breastfeeding among infants 0-5 months of age (percent)","2018","2018","%","","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","21049","Prevalence of low birthweight (percent)","2018","2018","%","12.5","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","104","Myanmar","6132","Value","210490","Number of newborns with low birthweight (million)","2018","2018","million No","0.1","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","104","Myanmar","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2018","2018","kcal/cap/d","1797","E","Estimated value"
"FS","Suite of Food Security Indicators","104","Myanmar","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/cap/d","2323","E","Estimated value"
"FS","Suite of Food Security Indicators","104","Myanmar","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2018","2018","No","0.21","E","Estimated value"
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2018","2018","%","3.41","E","Estimated value"
"FS","Suite of Food Security Indicators","104","Myanmar","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20172019","2017-2019","g/cap/d","78.4","E","Estimated value"
"FS","Suite of Food Security Indicators","516","Namibia","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20172019","2017-2019","%","110","E","Estimated value"
"FS","Suite of Food Security Indicators","516","Namibia","6128","Value","220001","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day)","2018","2018","kcal/cap/d","2523","E","Estimated value"
"FS","Suite of Food Security Indicators","516","Namibia","6128","Value","22000","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average)","20172019","2017-2019","kcal/cap/d","2535","E","Estimated value"
"FS","Suite of Food Security Indicators","516","Namibia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20172019","2017-2019","%","53","E","Estimated value"
"FS","Suite of Food Security Indicators","516","Namibia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20172019","2017-2019","g/cap/d","69","E","Estimated value"
"FS","Suite of Food Security Indicators","516","Namibia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20172019","2017-2019","g/cap/d","25","E","Estimated value"
"FS","Suite of Food Security Indicators","516","Namibia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2018","2018","Int$/cap","12066.2","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","516","Namibia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","19.4","E","Estimated value"
"FS","Suite of Food Security Indicators","516","Namibia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","0.5","E","Estimated value"
"FS","Suite of Food Security Indicators","516","Namibia","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","31.3","A","Official figure"
"FS","Suite of Food Security Indicators","516","Namibia","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","29.4","A","Official figure"
"FS","Suite of Food Security Indicators","516","Namibia","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","33.2","A","Official figure"
"FS","Suite of Food Security Indicators","516","Namibia","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","30.8","A","Official figure"
"FS","Suite of Food Security Indicators","516","Namibia","61211","Confidence interval: Lower bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","28.7","A","Official figure"
"FS","Suite of Food Security Indicators","516","Namibia","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","32.9","A","Official figure"
"FS","Suite of Food Security Indicators","516","Namibia","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","31.7","A","Official figure"
"FS","Suite of Food Security Indicators","516","Namibia","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","30","A","Official figure"
"FS","Suite of Food Security Indicators","516","Namibia","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","33.5","A","Official figure"
"FS","Suite of Food Security Indicators","516","Namibia","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","56.4","A","Official figure"
"FS","Suite of Food Security Indicators","516","Namibia","61211","Confidence interval: Lower bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","54","A","Official figure"
"FS","Suite of Food Security Indicators","516","Namibia","61212","Confidence interval: Upper bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","58.9","A","Official figure"
"FS","Suite of Food Security Indicators","516","Namibia","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","55.4","A","Official figure"
"FS","Suite of Food Security Indicators","516","Namibia","61211","Confidence interval: Lower bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","52.6","A","Official figure"
"FS","Suite of Food Security Indicators","516","Namibia","61212","Confidence interval: Upper bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","58.2","A","Official figure"
"FS","Suite of Food Security Indicators","516","Namibia","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","57.5","A","Official figure"
"FS","Suite of Food Security Indicators","516","Namibia","61211","Confidence interval: Lower bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","55.4","A","Official figure"
"FS","Suite of Food Security Indicators","516","Namibia","61212","Confidence interval: Upper bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","59.5","A","Official figure"
"FS","Suite of Food Security Indicators","516","Namibia","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","0.8","A","Official figure"
"FS","Suite of Food Security Indicators","516","Namibia","61321","Confidence interval: Lower bound","210071","Number of severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","0.7","A","Official figure"
"FS","Suite of Food Security Indicators","516","Namibia","61322","Confidence interval: Upper bound","210071","Number of severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","0.8","A","Official figure"
"FS","Suite of Food Security Indicators","516","Namibia","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","0.2","A","Official figure"
"FS","Suite of Food Security Indicators","516","Namibia","61321","Confidence interval: Lower bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","0.2","A","Official figure"
"FS","Suite of Food Security Indicators","516","Namibia","61322","Confidence interval: Upper bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","0.2","A","Official figure"
"FS","Suite of Food Security Indicators","516","Namibia","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","0.3","A","Official figure"
"FS","Suite of Food Security Indicators","516","Namibia","61321","Confidence interval: Lower bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","0.2","A","Official figure"
"FS","Suite of Food Security Indicators","516","Namibia","61322","Confidence interval: Upper bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","0.3","A","Official figure"
